score,verdict,title,company,location,tier,salary,source,url,reasoning,date_posted
2. **Is it worth tailoring my resume?** No.
3. **",""
25,"WEAK","Field AV Technician – Install, Service & Troubleshoot","Mood Media","Seattle, WA","","",serpapi_google_jobs,https://us.jobrapido.com/jobpreview/542260883355598848?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** 
2.  **Is it worth tailoring my resume?** **No.** 
3.  **What's the single most important thing to change or add?** Don't change anything; skip this role. You are a "ti","4 days ago"
25,"WEAK","AV Technician","Climate Pledge Arena","Seattle, WA","","",serpapi_google_jobs,https://us.bebee.com/job/740fd60a5fd548555b9b7b2ead8dbf7f?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.**
2. **Is it worth tailoring my resume?** **No.**
3. **What's the single most important thing to change or add if tailoring?** If you were determined to move to Seattle fo","7 days ago"
25,"WEAK","AV Technician","National Geographic","Tacoma, WA","","60K a year",serpapi_google_jobs,https://www.learn4good.com/jobs/tacoma/washington/creative_arts_and_media/4865625546/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** The pay is significantly below your floor, the location is not a fit, and the work (maintenance/exhibits) is too junior for someone of your engineering caliber.
2. **Is ","5 days ago"
25,"WEAK","Digital & AV Technician","Hyatt","Seattle, WA","","47K–75K a year",serpapi_google_jobs,https://www.jobzmall.com/hyatt/job/digital-av-technician-9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** You are an A1/RF Coordinator capable of mixing arena-level shows; this role is domesticating you to a hotel environment where you might spend hours troubleshooting Wi-F",""
25,"WEAK","Audio Engineer – North Tacoma Campus","First Assembly of God Life Center","Tacoma, WA","","22–24 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=25258b9df54ed5f2&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is an entry-level part-time role that expects you to lead prayer and design lighting for $24/hr. It is a significant step down in pay, responsibility, and professi","20 days ago"
25,"WEAK","AV Technician","Rightech","Boston, MA","","28–30 an hour",serpapi_google_jobs,https://www.glassdoor.com/job-listing/av-technician-rightech-JV_IC1154532_KO0,13_KE14,22.htm?jl=1010033168132&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** You are overqualified for the technical tasks and under-compensated for the lifestyle change.
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most ","4 days ago"
25,"WEAK","Freelance AV Technician – Live Events","John Kind Studios","Boston, MA","","35–60 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=0794b51c089fa7c6&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** No.
2. **Is it worth tailoring my resume?** No.
3. **What's the single most important thing to change or add if tailoring?** If you were desperate to move to Boston, you would n","26 days ago"
25,"WEAK","Audio Visual (AV) Technician II","University of MA Amherst Careers","Amherst, MA","","",serpapi_google_jobs,https://careers.umass.edu/jobs/audio-visual-av-technician-ii-amherst-massachusetts-united-states?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.**
2. **Is it worth tailoring my resume?** No. Your profile is built for high-stakes production, not academic help-desk support.
3. **What's the single most important thing","6 days ago"
25,"WEAK","Low Voltage / Industrial / CCTV / AV Technician - Full-time","Wachter","Boston, MA","","20 an hour",serpapi_google_jobs,https://www.snagajob.com/jobs/1202372679?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.**
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most important thing to change or add if tailoring?** Don't. This role is for someone starting thei",""
25,"WEAK","Entertainment Production Services/ AV Technician (Part Time)","Wynn Resorts","Everett, MA","","",serpapi_google_jobs,https://www.tealhq.com/job/entertainment-production-services-av-technician-part-time_9ea6ea51-fb09-457e-9ea5-78db0a7976ec?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a part-time, entry-to-mid-level hotel tech role. It is a regression in both title and pay. 
2. **Is it worth tailoring my resume?** No.
3. **What's the single mo",""
25,"WEAK","Freelance AV Technician","Marcus Evans","Boston, MA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/Marcus-Evans/Job/Freelance-AV-Technician/-in-Boston,MA?jid=a3138fff72e7ad07&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a "step back" role designed for a mid-level technician living in Boston. It does not justify a relocation or a shift from your current A1/RF Lead trajectory.
2. ","18 days ago"
25,"WEAK","Lead AV Technician","ProSource","Malden, MA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/ProSource/Job/Lead-AV-Technician/-in-Malden,MA?jid=873d56c3cf41658f&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a step backward and to the side. You are overqualified in engineering and underqualified in residential construction.
2. **Is it worth tailoring my resume?** **N","2 days ago"
25,"WEAK","Multimedia AV Technician – Elevate Meetings & Events","Eurest USA","Cambridge, MA","","60K a year",serpapi_google_jobs,https://www.learn4good.com/jobs/cambridge/massachusetts/creative_arts_and_media/4875370896/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.**
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most important thing to change or add if tailoring?** If you were desperate to move to Boston, you ","1 day ago"
25,"WEAK","Remote Pro Tools Audio Engineer for AI-driven Projects","Alignerr","Boston, MA","","",serpapi_google_jobs,https://us.jobrapido.com/jobpreview/2829074644827373568?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is a pivot away from your high-value skill set (Live A1/RF) into a lower-tier commodity service (Audio Editing).
2.  **Is it worth tailoring my resume?** **No.** U","4 days ago"
25,"WEAK","Audiovisual (AV) Technician - II","Avidex Industries LLC","Lake Forest, CA","","27–35 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=aae0b8f426f23602&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** No. 
2. **Is it worth tailoring my resume?** No.
3. **What's the single most important thing to change or add if tailoring?** If you *did* apply, you would need to delete your h",""
25,"WEAK","Audio Engineer","Live Nation","Los Angeles, CA","","24–30 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=384bcd88cb597086&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** The pay is far below your market value, and the cost of living in LA will effectively halve your discretionary income.
2.  **Is it worth tailoring my resume?** **No.** ","25 days ago"
25,"WEAK","AV Systems Engineer - Orange County","Visual Sound Inc","Orange, CA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/Visual-Sound/Job/AV-Systems-Engineer-Orange-County/-in-Orange,CA?jid=fd4b2a6fca67ad73&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This role is in the "Integration" world, whereas your strengths are in "Live Production." The location is contrary to your relocation criteria.
2. **Is it worth tailorin","15 days ago"
25,"WEAK","A/V Technician","SCI-Arc","Los Angeles, CA","","27–30 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=b15cd9f74bf479f3&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a significant step down in pay, responsibility, and professional level. 
2. **Is it worth tailoring my resume?** **No.** Even with tailoring, the pay and part-ti","27 days ago"
25,"WEAK","Audio Engineer Job in 'Bereavement'","Vincent Martinez Films","Los Angeles, CA (+2 others)","","25 an hour",serpapi_google_jobs,https://www.backstage.com/casting/bereavement-3095861/audio-engineer-5460601?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.**
2. **Is it worth tailoring my resume?** **No.**
3. **What's the single most important thing to change or add if tailoring?** Do not tailor. This role is significantly be","4 days ago"
25,"WEAK","Av Technician","TEKsystems","Santa Monica, CA","","",serpapi_google_jobs,https://www.tealhq.com/job/av-technician_7ea1ae279ced2bdebc472a688c6d0d2447810?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No. 
2.  **Is it worth tailoring my resume?** No. 
3.  **What's the single most important thing to change or add for this TYPE of role?** If you pivot to in-house corporate gea",""
25,"WEAK","Audio Engineer","Observatory OC","Santa Ana, CA","","16.50 an hour",serpapi_google_jobs,https://www.entertainmentcareers.net/observatory-oc/audio-engineer/job/492280/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is a massive step backward in pay, responsibility, and quality of life.
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most important thing t","29 days ago"
25,"WEAK","AV Engineer","Noblesoft Technologies","Santa Clarita, CA","","",serpapi_google_jobs,https://us.bebee.com/job/d60a785795a4c2a60f81cd200132d340?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.**
2.  **Is it worth tailoring my resume?** **No.**
3.  **What's the single most important thing to change or add if tailoring?** Do not tailor for this. This role is "AV ","4 days ago"
25,"WEAK","Lead AV Technician","Amplify People","Torrance, CA","","75K–90K a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=ae5db57b4605c321&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.**
2.  **Is it worth tailoring my resume?** No. Your skills are vastly overqualified for the "grunt work" of residential wiring but under-qualified in the specific softwar",""
25,"WEAK","AV Technician - Maryland","Level Up Automation, Maryland","Baltimore, MD","","20–30 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=a507ee19c4ce6158&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This role is a poor fit for your skills and would be a financial disaster.
2. **Is it worth tailoring my resume?** **No.** Your profile is "overqualified" for the techni","5 days ago"
25,"WEAK","AV Engineer","RavenTek","Tuscarora, MD","","",serpapi_google_jobs,https://jobs.womenforhire.com/job/usa/tuscarora-md/av-engineer-091200/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** You are overqualified in live audio and underqualified in systems programming. The Secret Clearance and Crestron requirements make this a non-starter.
2.  **Is it worth","6 days ago"
25,"WEAK","Entry Level AV Technician","AV3 INC","Maryland","","",serpapi_google_jobs,https://www.tealhq.com/job/entry-level-av-technician_84e43d75-f2fd-410d-809c-c266509c9b40?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No. 
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most important thing to change or add if tailoring?** You are overqualified for this role by about 10 ",""
25,"WEAK","AV Engineer I","Georgetown University","Washington, DC","","19.20–28.70 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=cafc3710e89a061c&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.**
2.  **Is it worth tailoring my resume?** No. This role is a significant step backward in both title, responsibility, and pay.
3.  **What's the single most important thi",""
25,"WEAK","Lead AV Technician, Residential Automation Systems","Sight and Sound Systems, Inc.","Sterling, VA","","25–35 an hour",serpapi_google_jobs,https://www.ziprecruiter.com/c/Sight-and-Sound-Systems/Job/Lead-AV-Technician,-Residential-Automation-Systems/-in-Sterling,VA?jid=48b4332f3e687769&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.**
2. **Is it worth tailoring my resume?** No. The roles are in different universes (Live Production vs. Residential Integration).
3. **What's the single most important thi","17 hours ago"
25,"WEAK","AV Technician","Nfinity Global Inc.","Maryland","","55K–60K a year",serpapi_google_jobs,https://www.glassdoor.com/job-listing/av-technician-nfinity-global-inc-JV_IC1153584_KO0,13_KE14,32.htm?jl=1009959565517&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No. 
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most important thing to change or add if tailoring?** If you were desperate for a stable paycheck, you","13 days ago"
25,"WEAK","AV Technician","NTI","Rockville, MD","","35–50 an hour",serpapi_google_jobs,https://www.ziprecruiter.com/c/NTI/Job/AV-Technician/-in-Rockville,MD?jid=1ad3b210fd1c95de&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** No. This is a "blue-collar" installation role. Your profile is that of a "white-glove" high-end production engineer.
2. **Is it worth tailoring my resume?** No. Tailoring would ",""
25,"WEAK","Experienced AV Technician","Casaplex","Kensington, MD","","",serpapi_google_jobs,https://career.io/job/experienced-av-technician-kensington-casaplex-d62349690bc27c53103fe4bf5936bd96?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is an "Integration/Install" job, not a "Live Production" job. It involves ladders, drills, and wire-pulling in crawl spaces—not consoles and RF coordination.
2.  *","6 days ago"
25,"WEAK","Lead AV Technician, Residential Automation Systems","Sight and Sound Systems, Inc.","Dulles, VA","","25–35 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=c7e657439886b323&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.**
2. **Is it worth tailoring my resume?** **No.**
3. **What's the single most important thing to change or add if tailoring?** Don't. This role is a pivot into a different","4 days ago"
25,"WEAK","Broadcast Maintenance Engineer","New York Public Radio","New York, NY","","",serpapi_google_jobs,https://jobs.jobvite.com/newyork-public-radio/job/oKKvzfwi?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No.
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most important thing to change or add if tailoring?** You would need to strip away your "Artist/A1" ide","19 days ago"
25,"WEAK","Production Engineer","PreciseLED","Valley Stream, NY","","25 an hour",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=f7d4cc4ceaf2c648&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No.
2.  **Is it worth tailoring my resume?** No.
3.  **What's the single most important thing to change or add if tailoring?** Do not apply; this role is for someone looking to","20 days ago"
25,"WEAK","Broadcast Production Engineer; On-Call","Versant Media","Englewood Cliffs, NJ","","60K–80K a year",serpapi_google_jobs,https://www.learn4good.com/jobs/new-jersey/info_technology/4873016072/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** It is a massive pay cut, a lifestyle downgrade, and a pivot away from your core strength (mixing/RF) into hardware maintenance.
2. **Is it worth tailoring my resume?** N","2 days ago"
25,"WEAK","Broadcast Engineer - Distribution","Insight Global","Englewood Cliffs, NJ","","40–65 an hour",serpapi_google_jobs,https://www.linkedin.com/jobs/view/broadcast-engineer-distribution-at-insight-global-4368237691?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** No. This is a career pivot into "IT/Distribution," not a step up in "Audio Engineering."
2. **Is it worth tailoring my resume?** No. The gaps in IP video standards and Linux sys","14 days ago"
25,"WEAK","Broadcast Engineer - Replay (Part-Time)","Major League Baseball","New York, NY","","30 an hour",serpapi_google_jobs,https://www.ziprecruiter.com/c/Major-League-Baseball/Job/Broadcast-Engineer-Replay-(Part-Time)/-in-New-York,NY?jid=1711f1667b45feca&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** It is a part-time, low-wage role in a high-COLA city that underutilizes 90% of your technical skillset.
2. **Is it worth tailoring my resume?** No. 
3. **What's the sing","26 days ago"
25,"WEAK","Senior Production Engineer","Snowflake","Menlo Park, CA","","",serpapi_google_jobs,https://careers.snowflake.com/us/en/job/SNCOUS2C95961D5F004B6494A01F21A9F1C424EXTERNALENUS3861127D444B4352A490C1BD6AA74715/Senior-Production-Engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a software engineering role, not a live event production role. You will be filtered out instantly by the ATS or a recruiter within seconds.
2. **Is it worth tail","1 day ago"
25,"WEAK","Broadcast Engineer","Nascar Productions","Concord, CA","","",serpapi_google_jobs,https://www.tealhq.com/job/broadcast-engineer_5fe4b7dc-7922-4cdb-8b82-1196b40c5687?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.**
2.  **Is it worth tailoring my resume?** **No.**
3.  **What's the single most important thing to change or add if tailoring?** If you were to pivot to broadcast, you mu",""
25,"WEAK","Graduate Production Engineer","Meta","Sunnyvale, CA","","",serpapi_google_jobs,https://jobs.stevenagefc.com/jobs/graduate-production-engineer-sunnyvale-california/2620710590-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is a software engineering role. You would be filtered out immediately by the ATS or a recruiter because you lack the required programming languages.
2.  **Is it wo","24 hours ago"
25,"WEAK","Production Engineer","HappyRobot","San Francisco, CA","","",serpapi_google_jobs,https://us.bebee.com/job/163673fa05d4f1f0f2d26e1dc60f06b1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No. This is a software operations role disguised by a title that sounds like live production.
2.  **Is it worth tailoring my resume?** No. You would have to fabricate a backgro",""
25,"WEAK","Production Engineer - Full-time","Meta","Bellevue, WA","","",serpapi_google_jobs,https://www.snagajob.com/jobs/1067167129?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** You will be filtered out by the ATS immediately because you lack the 10+ years of professional software coding.
2. **Is it worth tailoring my resume?** **No.** You would","15 hours ago"
25,"WEAK","Antenna Production Engineer","Echodyne","Kirkland, WA","","",serpapi_google_jobs,https://careerengineer.aiche.org/job/antenna-production-engineer/82247137/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** You are an RF *Operator*; they want an RF *Designer/Builder*. These are different career tracks that happen to share a few acronyms.
2. **Is it worth tailoring my resume","19 days ago"
25,"WEAK","Sr Staff Production Engineer","GE HEALTHCARE","Bellevue, WA","","",serpapi_google_jobs,https://careers.gehealthcare.com/global/en/job/GEVGHLGLOBALR4032054EXTERNALENGLOBAL/Sr-Staff-Production-Engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** No.
2.  **Is it worth tailoring my resume?** No. This is a "False Positive" title match. You are a "Live Production Engineer"; they want a "Software Production Engineer."
3.  *",""
25,"WEAK","Production Engineer (University Grad)","Meta","Seattle, WA","","122K a year",serpapi_google_jobs,https://www.ziprecruiter.com/c/Meta/Job/Production-Engineer-(University-Grad)/-in-Seattle,WA?jid=bf9a0f53a881b935&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** You will be filtered out immediately by the ATS for lack of coding languages (Python/Java/C++).
2.  **Is it worth tailoring my resume?** **No.** To be competitive, you ",""
25,"WEAK","Staff Production Engineer","CoreWeave","Bellevue, WA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/CoreWeave/Job/Staff-Production-Engineer/-in-Bellevue,WA?jid=33153650ada98635&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a software engineering role. Your application would be rejected by the ATS or recruiter immediately as you lack the computer science/coding background.
2. **Is i",""
25,"WEAK","Production Engineer - Full-time","Meta","Boston, MA","","",serpapi_google_jobs,https://www.snagajob.com/jobs/1083072829?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** You will be filtered out immediately by the ATS or a recruiter because you are an Audio Engineer and they are looking for a Software Engineer.
2. **Is it worth tailoring","15 hours ago"
25,"WEAK","Production Engineer","Meta","Boston, MA","","184K a year",serpapi_google_jobs,https://www.ziprecruiter.com/c/Meta/Job/Production-Engineer/-in-Boston,MA?jid=d158fccd96aa6fbe&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** You will be filtered out immediately by the ATS or a recruiter because you aren't a software developer.
2. **Is it worth tailoring my resume?** **No.** To be qualified, ",""
25,"WEAK","8.3. Production Engineer II-Burlington","Phoenix Tailings","Burlington, MA","","",serpapi_google_jobs,https://jobs.lever.co/PhoenixTailings/898f18e8-5edc-43af-925e-b71ef572daf2?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is not an AV or Live Production role. It is a Metallurgy/Chemical Engineering role.
2. **Is it worth tailoring my resume?** **No.** Tailoring cannot bridge the gap ","14 days ago"
25,"WEAK","Production Engineer","Waters Corporation","Milford, MA","","",serpapi_google_jobs,https://uscareers-waters.icims.com/jobs/24349/production-engineer/job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** You are not a mechanical or industrial engineer.
2.  **Is it worth tailoring my resume?** No. No amount of tailoring will bridge the gap between Audio Engineering and C",""
25,"WEAK","Senior Cell Production Engineer","Alsym Energy","Malden, MA","","110K–180K a year",serpapi_google_jobs,https://www.linkedin.com/jobs/view/senior-cell-production-engineer-at-alsym-energy-4372712885?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** You are not a Battery Scientist. Applying will only result in an automated rejection and may flag your profile as "spam" if this company uses a broad recruiting agency t","4 days ago"
25,"WEAK","Principal Production Engineer","Johnson & Johnson Services, Inc.","Danvers, MA","","",serpapi_google_jobs,https://www.careers.jnj.com/en/jobs/r-042192/principal-production-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.**
2. **Is it worth tailoring my resume?** **No.**
3. **What's the single most important thing to change or add if tailoring?** Do not apply for this role. You are an **A1/",""
25,"WEAK","Broadcast Engineer, Burbank, California","Evertz Microsystems Limited","Burbank, CA","","",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=c83499d8f1eaf6e3&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is a pivot into a different discipline (Broadcast Maintenance/IT) rather than a progression of your current career (Live Audio/RF).
2.  **Is it worth tailoring my ","20 days ago"
25,"WEAK","Avionics Production Engineer – Starship Electronics","SpaceX","Hawthorne, CA","","100K–125K a year",serpapi_google_jobs,https://www.learn4good.com/jobs/hawthorne/california/engineering/4874755134/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.**
2.  **Is it worth tailoring my resume?** **No.**
3.  **What's the single most important thing to change or add if tailoring?** Don't tailor for this; you are a high-end","1 day ago"
25,"WEAK","Production Engineer","Rangeview Inc.","El Segundo, CA","","",serpapi_google_jobs,https://www.ziprecruiter.com/c/Rangeview-Inc./Job/Production-Engineer/-in-El-Segundo,CA?jid=28abf58f62da03be&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.**
2. **Is it worth tailoring my resume?** **No.**
3. **What's the single most important thing to change or add if tailoring?** Do not apply for this; it is a mechanical en",""
25,"WEAK","Production Engineer","Advantech USA","Irvine, CA","","75K–95K a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=b3dcfda3f4dd7b59&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is an industrial engineering and manufacturing job, not a live production job. The title "Production Engineer" is a "disguised title" for someone who works on a com",""
25,"WEAK","Production Engineer (Starship Electronics)","SpaceX","Hawthorne, CA","","95K–130K a year",serpapi_google_jobs,https://spacecrew.com/space-jobs/mlkkf1vq-spacex-production-engineer-starship-electronics?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is a different career path entirely (Manufacturing/Industrial Engineering).
2.  **Is it worth tailoring my resume?** **No.** Unless you are looking to abandon the ","4 days ago"
25,"WEAK","Broadcast Engineer - Replay (Part-Time)","Major League Baseball","El Segundo, CA","","30 an hour",serpapi_google_jobs,https://www.ziprecruiter.com/c/Major-League-Baseball/Job/Broadcast-Engineer-Replay-(Part-Time)/-in-El-Segundo,CA?jid=8990cb30e2a5052e&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a regression in your career path, a massive pay cut, and in a city/lifestyle you’ve noted as a downgrade.
2. **Is it worth tailoring my resume?** **No.** Your pr","27 days ago"
25,"WEAK","Live Switch/Broadcast Engineer","Bakers Man Productions","Azusa, CA","","",serpapi_google_jobs,https://us.bebee.com/job/e52855f77648fe4e38b7630b7cf5eab5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is a part-time junior video role. It is a massive step down in both responsibility and pay, located in a suburb that doesn't fit your relocation criteria.
2.  **Is","3 days ago"
25,"WEAK","Design & Production Engineer","Body Art Alliance","Maryland","","",serpapi_google_jobs,https://www.linkedin.com/jobs/view/design-production-engineer-at-body-art-alliance-4372765684?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** This is a completely different career path (Mechanical Engineering). They are looking for someone to design the physical chassis of a tattoo machine, not mix the audio ","3 days ago"
25,"WEAK","Production Engineer","Syensqo","Havre De Grace, MD","","80,560–100,700 a year",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=68c86845d41fd3fb&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a completely different career field (Industrial Engineering vs. Live Sound).
2. **Is it worth tailoring my resume?** **No.** No amount of tailoring will qualify ","21 days ago"
25,"WEAK","Broadcast Engineer","Lilly Broadcasting","Erie, PA","","",serpapi_google_jobs,https://pab.org/job/lilly-broadcasting-erie-full-time-broadcast-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** It is a geographic and career-path mismatch.
2.  **Is it worth tailoring my resume?** No. Your current resume is built for high-stakes live events; "dumbing it down" fo",""
25,"WEAK","Audio Visual Specialist (Corporate Events)","Visual i Solutions Inc","Chicago, IL","","",serpapi_google_jobs,https://www.indeed.com/viewjob?jk=793008291e4d6709&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1. **Should I apply?** **No.** This is a "back-filler" gig for someone starting out or in a slow season. It is not an A1 or RF Coordinator role.
2. **Is it worth tailoring my resume?** **No.** To be a","11 days ago"
25,"WEAK","Audio Visual (AV) Event Specialist","McHenry County College","Bull Valley, IL","","",serpapi_google_jobs,https://careers.insidehighered.com/job/3453455/audio-visual-av-event-specialist/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"1.  **Should I apply?** **No.** You are overqualified. The salary will almost certainly not meet your ~$100k+ requirement (Freelance $85k + premium), and the location is the opposite of the walkable u","1 month ago"
